Time,Speed_Compact_Winter_Test1,Speed_Compact_Winter_Test2,Speed_Compact_Winter_Test3,Speed_Compact_Winter_Test4,Speed_Compact_Winter_Test5,Speed_Compact_AllSeason_Test1,Speed_Compact_AllSeason_Test2,Speed_Compact_AllSeason_Test3,Speed_Compact_AllSeason_Test4,Speed_Compact_AllSeason_Test5,Speed_Compact_Summer_Test1,Speed_Compact_Summer_Test2,Speed_Compact_Summer_Test3,Speed_Compact_Summer_Test4,Speed_Compact_Summer_Test5,Speed_MidSize_Winter_Test1,Speed_MidSize_Winter_Test2,Speed_MidSize_Winter_Test3,Speed_MidSize_Winter_Test4,Speed_MidSize_Winter_Test5,Speed_MidSize_AllSeason_Test1,Speed_MidSize_AllSeason_Test2,Speed_MidSize_AllSeason_Test3,Speed_MidSize_AllSeason_Test4,Speed_MidSize_AllSeason_Test5,Speed_MidSize_Summer_Test1,Speed_MidSize_Summer_Test2,Speed_MidSize_Summer_Test3,Speed_MidSize_Summer_Test4,Speed_MidSize_Summer_Test5,Speed_FullSize_Winter_Test1,Speed_FullSize_Winter_Test2,Speed_FullSize_Winter_Test3,Speed_FullSize_Winter_Test4,Speed_FullSize_Winter_Test5,Speed_FullSize_AllSeason_Test1,Speed_FullSize_AllSeason_Test2,Speed_FullSize_AllSeason_Test3,Speed_FullSize_AllSeason_Test4,Speed_FullSize_AllSeason_Test5,Speed_FullSize_Summer_Test1,Speed_FullSize_Summer_Test2,Speed_FullSize_Summer_Test3,Speed_FullSize_Summer_Test4,Speed_FullSize_Summer_Test5
30.98,26.101,24.819,24.327,25.805,25.675,24.857,24.386,25.811,25.488,23.742,25.34,25.177,25.674,24.995,25.199,25.552,NaN,25.033,25.852,26.437,24.801,24.907,25.014,24.418,24.417,25.018,NaN,24.001,25.958,25.194,23.877,23.528,24.043,22.845,23.704,23.869,23.937,23.771,23.459,23.534,20.012,24.19,23.282,23.6,24.448
30.99,NaN,25.957,25.295,25.422,24.331,24.426,25.587,25.66,26.047,25.16,NaN,25.033,25.851,24.598,25.544,25.295,25.482,25.086,23.708,26.193,24.506,25.794,24.953,24.803,25.015,24.688,24.751,24.383,25.904,24.098,24.279,23.396,24.554,23.222,24.327,23.642,23.259,24.283,23.797,23.834,20.466,23.068,23.794,23.432,23.831
31,NaN,24.853,25.476,25.53,26.045,25.02,24.813,26.189,25.085,25.473,25.501,20.623,NaN,26.491,25.539,23.911,25.115,24.578,24.774,24.609,24.426,25.698,25.142,25.053,24.246,24.636,25.101,25.442,25.193,23.787,24.642,23.768,23.423,22.039,23.38,23.598,23.505,24.706,24.239,24.093,20.714,24.612,23.949,23.986,24.613
31.01,26.418,26.016,25.579,24.074,24.838,25.132,24.979,24.906,25.231,24.117,25.63,21.355,NaN,25.964,24.47,24.805,24.964,24.533,25.991,26.457,24.784,25.093,25.078,NaN,24.435,24.643,25.573,24.936,25.484,23.716,23.208,23.226,23.357,23.274,23.805,22.119,22.767,24.108,23.011,23.755,21.215,24.488,23.635,23.312,23.194
31.02,24.56,26.032,24.437,NaN,24.886,24.593,25.568,24.058,24.885,24.399,25.771,20.949,26.029,24.723,24.997,25.704,23.933,25.42,25.402,25.166,24.564,24.138,25.756,25.091,24.818,25.047,25.652,25.586,25.562,24.783,23.572,23.523,23.905,23.205,22.42,23.372,23.793,23.133,23.692,24.02,20.372,24.538,21.277,22.499,23.979
31.03,25.403,26.318,26.067,25.851,26.697,24.968,25.014,24.22,25.488,25.085,25.746,21.393,NaN,24.531,24.337,24.46,25.315,26.399,24.377,25.529,25.07,25.444,24.774,24.536,23.72,23.878,24.355,24.99,25.458,26.158,24.447,24.097,21.984,23.109,23.159,23.559,24.156,23.902,23.2,24.08,20.832,24.289,23.813,22.969,24.14
31.04,26.199,24.462,25.365,25.811,25.085,23.684,24.362,25.139,25.795,NaN,25.692,20.916,25.599,23.862,25.409,24.448,24.566,24.862,25.41,26.125,24,24.354,24.635,24.63,24.008,23.454,25.07,25.422,25.884,24.998,24.651,24.319,23.967,23.373,23.725,23.583,24.173,23.982,23.759,23.504,20.565,23.974,22.564,22.683,23.878
31.05,25.052,26.075,25.324,26.516,25.798,24.742,25.006,25.317,24.774,24.058,25.584,21.162,25.665,24.918,25.202,24.186,23.936,23.684,25.436,25.897,NaN,25.501,25.537,25.121,25.515,25.46,25.797,24.702,25.412,24.946,23.59,24.923,23.965,23.912,23.898,23.132,23.103,24.174,24.037,NaN,20.924,23.071,22.884,22.928,24.878
31.06,25.231,25.089,25.209,25.168,26.072,23.933,25.103,25.889,25.172,24.375,25.82,20.911,25.603,25.876,25.765,25.928,24.019,25.275,25.219,25.166,25.692,24.336,25.491,24.232,NaN,24.861,24.611,24.201,25.73,NaN,24.582,22.947,21.758,23.168,23.581,23.896,22.972,22.993,NaN,22.762,19.986,23.822,23.815,23.672,24.005
31.07,25.509,25.811,25.112,24.346,25.227,24.332,24.445,24.291,24.373,24.509,25.397,21.172,25.955,26.167,25.1,25.585,24.139,25.597,25.219,24.548,24.977,25.588,25.67,25.058,25.244,24.893,25.016,25.258,25.041,23.984,23.387,23.832,23.205,22.99,NaN,23.734,24.063,23.83,23.961,23.968,NaN,23.128,23.267,23.527,23.369
31.08,25.31,26.407,26.117,26.371,25.588,NaN,25.015,25.24,25.123,24.939,24.727,21.117,24.73,25.478,25.272,25.186,25.347,25.415,25.233,25.516,23.686,24.687,25.684,25.572,24.556,24.038,25.356,25.347,24.153,25.699,23.48,24.438,22.347,22.449,22.89,24.008,23.802,24.578,22.579,24.5,21.055,22.705,23.37,23.963,23.263
31.09,25.124,NaN,25.348,24.966,25.778,24.194,25.215,25.446,25.253,25.074,25.753,21.333,NaN,24.684,25.383,25.993,24.064,24.292,NaN,24.172,24.825,25.341,24.145,24.782,24.111,24.489,23.622,25.851,25.56,24.334,23.754,23.577,24.238,23.206,24.455,23.851,23.031,24.453,23.573,23.963,20.848,24.842,22.758,24.92,24.191
31.1,25.86,25.661,24.795,23.623,25.998,25.216,24.625,25.884,25.146,25.301,25.659,20.089,25.231,26.055,26.044,24.877,NaN,25.2,NaN,24.446,26.058,26.255,26.224,25.486,25.549,23.347,24.967,25.208,24.887,24.385,23.956,24.388,23.19,22.242,22.986,23.415,23.721,23.98,22.544,22.87,20.534,24.428,24.286,23.771,23.666
31.11,24.644,25.135,24.074,25.779,25.407,25.413,24.792,25.433,24.744,25.111,25.731,21.456,26.49,25.442,25.876,25.406,NaN,25.165,25.531,25.338,25.025,24.874,24.806,24.005,24.692,24.661,24.882,24.955,25.565,25.071,24.149,22.947,23.654,23.235,24.313,23.734,22.93,24.594,22.546,24.308,20.933,24.183,23.611,24.638,23.607
31.12,24.923,26.476,24.835,25.204,24.165,25.072,25.152,24.755,25.779,25.819,25.057,20.998,25.932,24.964,25.418,25.288,25.47,24.799,25.546,24.801,24.226,24.714,25.188,24.463,24.859,24.832,24.963,24.659,26.309,25.917,23.026,24.715,23.282,23.382,23.336,23.871,24.454,23.255,23.632,23.553,20.056,24.267,23.707,24.139,24.081
31.13,24.814,26.646,25.589,25.284,25.958,25.093,25.351,25.454,24.454,24.18,25.812,21.032,25.879,25.521,25.982,25.579,23.876,24.838,25.133,25.924,24.651,24.779,24.909,NaN,26.034,24.443,24.75,25.596,25.488,25.751,23.58,25.002,23.522,23.323,23.772,22.706,23.893,24.214,23.63,23.268,21.098,23.165,23.459,24.405,23.631
31.14,25.655,25.13,25.349,25.415,25.677,23.92,23.757,25.388,25.569,24.773,24.573,20.139,25.611,25.89,25.194,25.553,24.891,24.713,25.186,24.847,25.462,25.912,25.463,25.533,24.272,24.886,25.356,24.706,24.603,25.463,24.679,22.965,23.162,23.412,24.433,24.15,24.292,24.431,23.671,23.32,20.547,23.853,22.495,NaN,23.476
31.15,25.313,25.372,24.67,26.077,25.43,24.751,NaN,24.895,24.938,24.623,23.93,20.808,25.648,24.661,NaN,23.895,24.848,25.121,24.37,25.369,24.554,25.637,24.758,24.693,25.141,24.86,25.036,24.084,24.852,24.933,23.174,24.162,23.743,23.264,24.661,23.397,23.484,23.647,23.804,22.555,19.914,24.734,23.432,24.341,24.567
31.16,25.783,24.865,25.911,24.69,24.468,24.586,24.766,25.621,25.131,23.757,25.737,21.704,25.058,26.167,25.109,25.379,25.141,25.143,25.34,25.601,23.515,25.015,25.171,25.542,24.994,23.469,25.159,25.92,25.457,24.451,23.223,23.205,23.672,23.242,24.248,22.827,22.972,24.683,23.709,23.403,20.053,24.455,23.132,24.487,23.754
31.17,25.862,25.466,24.476,25.722,25.719,23.987,26.11,25.167,26.322,23.548,25.237,20.645,25.72,25.93,24.419,25.755,25.301,24.313,24.757,25.512,24.612,24.632,25.366,24.842,24.928,24.291,23.515,26.153,25.064,23.657,24.678,NaN,23.779,24.112,23.076,23.193,23.269,24.207,23.423,23.148,20.658,23.168,22.73,23.298,23.385
31.18,26.342,24.648,25.57,NaN,26.04,24.182,25.219,25.855,25.461,25.29,25.59,21.003,26.408,24.363,25.955,24.211,24.231,NaN,NaN,25.389,23.624,25.161,25.336,25.345,25.604,25.654,25.206,25.389,26.083,24.885,23.003,24.016,23.244,23.921,24.583,23.051,23.55,24.486,NaN,23.048,20.958,25.108,23.515,23.217,25.112
31.19,26.154,25.471,25.63,24.95,24.728,25.743,25.182,26.005,24.834,25.307,25.733,21.279,26.309,NaN,25.041,23.849,24.122,24.153,24.548,25.377,24.949,26.154,25.167,25.155,24.363,24.67,24.501,25.068,25.041,25.134,22.597,24.562,22.625,22.591,24.24,24.506,22.669,24.08,22.533,23.829,20.744,25.054,23.729,23.272,23.853
31.2,24.305,25.41,25.092,26.172,25.774,24.65,25.134,26.392,24.96,24.742,25.92,21.89,25.626,25.101,25.682,25.941,24.79,24.493,24.458,25.118,23.797,26.049,25.047,25.385,24.38,24.017,23.289,25.011,24.388,24.76,23.215,22.436,23.384,22.192,22.44,22.647,NaN,24.338,23.902,23.199,20.669,24.4,23.722,23.971,NaN
31.21,26.14,NaN,25.818,26.653,25.563,24.94,25.662,25.585,NaN,25.217,25.074,21.545,NaN,25.367,25.301,25.791,25.115,24.81,24.679,25.007,24.822,24.728,24.789,26.183,23.945,24.973,24.776,25.367,25.696,25.035,24.385,24.456,23.088,24.15,NaN,23.834,NaN,24.191,24.179,24.123,NaN,23.79,23.855,24.189,24.525
31.22,25.491,24.669,24.225,25.092,26.303,26.117,24.411,25.191,25.586,23.412,25.474,20.745,24.896,25.525,24.808,24.839,25.834,25.889,24.266,25.278,24.342,25.3,25.153,24.124,24.751,25.345,25.001,24.823,24.316,25.064,23.33,23.959,23.922,23.078,23.935,24.084,23.521,24.259,23.632,24.112,20.29,23.921,23.748,23.555,23.37
31.23,26.434,24.849,25.036,25.827,25.806,24.478,24.667,23.946,24.948,23.782,24.591,20.372,25.14,25.873,24.475,24.945,25.634,24.051,25.137,24.814,24.191,24.841,26.026,25.269,24.066,25.178,23.211,24.513,25.649,24.499,24.88,23.49,24.282,23.336,23.952,23.889,23.264,24.289,23.407,23.127,20.316,24.572,22.779,22.96,23.229
31.24,25.689,26.141,25.389,26.176,26.51,25.432,25.24,24.198,24.367,23.698,24.849,20.531,25.125,25.902,25.209,25.411,25.721,24.556,NaN,26.628,24.587,25.653,25.282,25.043,24.812,24.84,24.268,25.568,25.366,25.487,23.662,24.325,22.909,23.272,NaN,23.066,24.618,NaN,22.045,24.757,NaN,25.193,23.039,23.127,24.763
31.25,26.165,NaN,24.598,25.662,24.903,23.997,24.969,25.497,24.393,25.214,25.664,21.517,25.994,24.6,24.658,26.109,25.815,25.877,25.006,25.7,24.939,24.147,25.052,25.05,25.309,24.787,24.871,24.848,24.178,25.695,23.262,24.272,22.552,22.705,23.444,23.543,22.851,23.401,23.274,22.956,NaN,24.175,23.288,23.931,24.694
31.26,25.568,25.049,25.711,25.651,25.45,25.274,25.769,25.47,25.136,24.355,25.903,19.951,24.171,24.336,25.956,25.682,23.322,24.92,25.416,25.003,24.159,25.76,26.092,24.94,24.866,24.686,24.345,25.713,25.812,24.553,23.568,23.455,23.362,22.778,23.154,22.935,23.825,24.16,23.206,23.784,20.846,24.522,22.503,23.067,25.195
31.27,26.469,25.67,25.188,24.666,25.812,24.577,25.299,24.972,25.577,23.767,25.457,21.916,24.926,25.51,24.676,25.224,25.058,25.185,24.613,NaN,24.119,26.144,25.351,25.838,25.3,24.126,24.704,25.254,25.41,24.806,24.432,24.057,23.856,24.081,23.38,23.887,23.969,24.573,23.003,22.465,21.328,24.123,23.427,24.005,25.602
31.28,25.735,25.512,25.601,26.042,25.126,24.467,24.919,26.272,25.85,24.106,25.149,22.148,25.285,25.263,25.617,24.649,25.042,25.288,26.18,25.257,25.049,25.936,24.375,23.623,24.925,24.593,23.297,24.498,25.485,25.153,23.57,24.874,23.774,23.165,25.208,23.959,24.696,23.954,23.404,23.793,20.58,22.974,23.885,23.759,23.847
31.29,26.421,25.114,24.112,25.339,26.694,25.584,24.269,25.441,25.625,24.946,25.118,20.646,23.975,24.761,24.352,23.808,24.398,25.155,25.984,25.15,25.126,25.27,24.954,24.699,24.398,24.108,24.987,25.011,25.873,25.584,24.58,25.111,23.401,24.394,23.366,24.077,24.197,23.154,24.453,23.318,20.714,24.033,23.92,23.772,23.986
31.3,26.052,24.961,25.932,26.248,24.47,24.893,24.164,25.437,NaN,24.959,24.932,21.006,24.709,25.823,25.746,24.571,25.617,24.817,25.553,24.434,25.5,25.551,25.141,24.928,23.97,24.75,23.966,25.451,25.764,23.828,23.733,24.467,23.932,23.09,24.06,23.721,NaN,25.763,23.119,23.214,20.142,23.973,22.926,23.021,24.547
31.31,25.291,26.797,24.655,25.335,25.503,24.385,24.848,25.852,25.07,NaN,24.493,21.807,26.189,24.962,NaN,24.999,24.799,25.548,24.421,25.394,NaN,24.139,26.399,25.173,24.596,24.799,23.208,24.708,24.272,25.6,23.852,NaN,23.776,22.684,23.994,22.862,22.478,24.137,23.502,24.033,20.763,24.181,24.048,23.725,24.132
31.32,25.42,26.217,26.127,25.835,25.142,24.343,25.254,24.706,25.763,25.23,25.195,20.264,24.816,25.005,25.103,25.089,24.241,24.1,25.286,24.081,23.71,25.27,25.3,25.081,24.455,25.599,24.307,24.998,25.193,24.424,23.52,23.568,22.994,23.127,23.433,22.377,23.442,23.785,NaN,23.371,20.26,23.697,24.429,22.723,23.389
31.33,24.72,25.925,25.4,25.701,24.611,24.179,25.177,23.894,24.655,24.47,24.96,20.423,26.089,25.446,26.232,25.093,25.293,24.739,25.971,24.557,25.094,25.179,25.666,25.001,24.758,24.299,24.739,24.379,25.493,24.086,24.241,23.9,NaN,23.045,24.272,23.271,NaN,24.645,23.91,NaN,NaN,23.49,24.077,24.475,26.044
31.34,25.97,24.729,25.679,24.541,25.105,25.13,24.339,26.574,26.744,23.89,NaN,21.073,25.219,25.843,24.691,24.84,25.827,25.178,25.125,24.867,24.277,25.721,25.866,24.374,25.329,23.987,24.24,25.165,26.673,24.074,23.207,23.895,23.81,23.421,24.16,23.398,23.953,24.186,23.91,23.701,20.292,23.779,23.634,23.124,24.274
31.35,25.775,25.096,26.166,25.43,26.07,25.051,26.034,25.87,25.917,25.453,25.288,21.823,25.526,25.93,26.095,24.921,24.355,24.104,24.412,24.966,NaN,24.605,24.81,25.69,25.206,24.456,24.979,25.296,24.806,NaN,22.904,23.479,23.224,23.079,24.338,22.489,23.659,23.916,23.149,23.767,21.097,24.066,23.402,22.666,25.426
31.36,25.791,25.669,25.514,24.96,25.158,25.247,25.326,24.887,24.227,25.271,25.439,21.443,26.422,NaN,25.512,24.413,25.181,24.066,25.559,25.577,24.746,25.106,24.355,25.01,25.089,24.062,23.612,24.701,25.979,25.032,25.067,24.268,23.155,22.973,23.639,22.454,23.504,23.647,23.747,23.109,20.485,23.843,24.176,23.882,25.079
31.37,25.43,26.235,24.122,26.211,NaN,25.032,25.454,26.133,24.233,23.781,23.674,21.387,25.351,24.315,25.003,24.764,23.733,24.895,25.365,24.676,NaN,24.25,NaN,24.154,24.564,25.422,24.76,25.291,25.286,25.345,22.739,23.494,23.678,22.663,23.558,23.713,23.75,24.121,23.64,NaN,20.233,23.49,22.771,23.437,23.201
31.38,25.042,26.36,26.383,26.242,26.138,24.09,NaN,23.906,24.795,NaN,24.338,21.157,25.735,25.645,25.197,24.252,25.398,24.606,25.029,25.266,23.249,24.41,25.36,23.551,24.834,24.728,24.991,25.465,25.544,24.746,24.601,23.305,23.163,23.412,24.224,22.934,22.805,23.029,23.196,23.646,20.636,23.385,23.298,24.044,24.439
31.39,24.227,25.363,25.466,26.238,25.262,24.676,24.478,25.433,25.169,25.427,25.581,21.816,26.604,25.305,25.582,25.793,24.02,25.53,24.428,24.865,24.634,25.356,24.609,24.253,25.25,24.788,25.655,25.676,25.136,24.367,23.944,24.752,23.827,22.878,23.324,23.783,24.457,24.517,22.797,23.58,21.212,24.733,23.208,23.864,24.454
31.4,26.029,25.111,24.511,25.645,24.974,24.072,25.558,25.522,25.994,25.04,25.069,21.915,25.206,24.107,24.996,24.806,25.001,25.581,25.166,24.715,24.919,24.737,24.447,24.634,25.797,25.364,24.871,25.055,25.668,23.534,23.169,23.762,22.907,22.322,24.384,24.089,23.02,24.196,24.166,23.783,20.692,24.051,22.675,23.64,24.075
31.41,26.247,NaN,25.899,25.909,25.447,24.469,24.544,25.469,25.729,25.157,25.096,20.688,25.501,23.74,25.39,25.348,25.398,25.284,25.853,24.124,24.743,24.336,24.91,24.56,24.966,23.167,25.12,24.572,24.002,24.44,24.09,NaN,24.273,23.508,24.515,23.16,24.008,24.172,23.021,22.587,23.679,23.098,23.367,22.883,24.108
31.42,25.627,25.525,25.159,24.411,24.511,25.73,24.701,24.701,24.733,24.988,25.11,NaN,26.427,26.314,24.241,25.099,24.545,24.147,24.991,25.205,24.715,24.542,25.417,25.532,25.795,23.917,25.271,25.044,24.81,24.704,24.829,23.026,23.021,22.503,24.286,24.172,21.973,24.448,23.688,23.969,23.012,22.987,24.476,24.176,23.732
31.43,27.01,25.315,25.017,25.658,25.309,24.087,24.802,25.537,25.42,23.876,25.97,20.969,24.618,25.518,24.179,24.33,NaN,23.755,25.533,24.444,24.44,25.168,23.887,25.546,24.206,24.435,24.471,26.281,26.04,25.77,22.748,24.224,24.507,24.212,23.076,23.878,24.221,24.603,NaN,23.197,24.549,23.816,23.299,22.655,24.692
31.44,24.649,26.022,25.709,NaN,25.712,26.017,25.22,25.267,25.208,24.802,NaN,21.819,25.496,25.374,25.567,25.112,25.753,25.014,24.057,24.818,24.934,25.538,24.664,23.937,25.325,23.48,24.529,24.454,25.229,NaN,23.937,24.081,22.783,NaN,24.439,22.927,23.614,24.952,23.423,22.592,22.737,24.306,24.046,23.768,NaN
31.45,24.798,25.545,25.947,24.222,24.892,25.643,24.63,25.367,24.571,24.113,25.832,21.395,26.068,24.386,25.056,24.98,23.887,25.489,25.511,24.257,23.656,25.105,26.496,24.924,25.233,24.443,25.593,25.514,26.33,NaN,22.825,22.836,22.484,23.163,24.85,24.703,23.202,23.994,22.996,24.332,23.279,23.873,23.433,22.895,25.599
31.46,25.281,26.174,24.823,26.28,25.158,25.782,24.9,25.977,NaN,25.208,NaN,21.551,24.956,25.391,24.736,25.57,24.37,25.187,25.717,25.152,24.126,25.513,25.238,24.966,25.469,25.135,24.203,24.113,24.47,24.814,24.21,23.325,23.246,23.767,23.588,24.374,23.218,NaN,23.878,23.812,23.084,23.627,23.873,23.628,23.598
31.47,24.817,25.86,25.395,24.801,25.836,24.312,25.611,25.607,25.062,25.116,24.877,20.405,24.786,25.315,NaN,24.499,25.565,25.42,26.302,25.08,23.261,24.473,24.767,24.688,24.036,NaN,24.918,24.8,25.309,25.017,24.572,24.38,23.701,23.801,23.019,23.332,22.636,24.587,22.511,24.293,22.503,23.362,23.714,23.418,23.192
31.48,25.81,26.203,25.631,25.862,25.091,25.759,26.106,26.293,24.689,23.745,NaN,21.284,25.568,24.501,26.314,24.51,24.42,25.552,25.026,25.168,25.211,26.568,26.296,25.285,23.101,26.045,24.917,25.157,25.297,23.744,24.766,23.145,22.134,23.109,22.944,23.624,23.913,23.697,23.795,22.748,23.066,24.166,23.428,23.787,24.348
31.49,24.904,26.454,25.579,26.738,25.51,24.667,24.605,25.389,NaN,25.908,26.622,21.17,25.963,25.45,NaN,25.47,25.71,24.468,25.648,25.336,24.793,24.78,23.65,24.739,25.25,24.773,25.949,24.879,24.483,25.507,23.858,23.673,24.394,23.852,23.602,23.679,24.054,23.816,25.023,23.989,23.972,24.359,23.393,23.516,23.59
31.5,26.21,26.08,25.362,25.528,24.975,24.445,24.886,26.033,25.522,25.244,25.338,19.925,25.83,25.599,24.777,25.422,25.06,24.396,24.401,25.005,23.874,23.896,25.23,24.669,24.49,24.605,24.958,25.755,25.343,25.256,23.273,24.678,23.035,24.235,22.376,22.667,22.149,22.525,23.642,23.36,24.033,23.807,22.679,24.211,24.352
31.51,25.532,26.529,24.992,25.674,25.116,25.04,25.409,25.891,25.339,25.572,25.4,20.814,25.222,23.987,25.411,24.541,24.943,25.341,23.738,25.657,23.615,25.349,25.608,24.985,23.679,24.116,24.64,24.513,24.001,25.351,23.544,24.222,22.486,23.34,23.38,23.86,23.552,23.853,22.183,22.864,23.934,24.222,22.833,22.917,24.88
31.52,NaN,26.123,25.562,25.231,24.856,25.711,25.753,24.646,25.594,25.791,25.032,21.147,25.351,25.638,26.225,24.38,23.893,25.873,24.83,25.24,23.756,24.351,25.763,24.744,25.039,24.806,24.468,24.788,25.45,24.242,24.949,23.812,23.614,23.282,23.478,22.939,23.135,24.077,21.463,24.451,23.501,24.685,23.399,23.788,22.905
31.53,25.827,25.201,25.332,25.548,24.756,23.937,NaN,24.988,25.519,23.625,25.546,21.34,24.947,NaN,25.49,23.825,24.837,25.593,25.235,25.584,23.677,NaN,25.838,25.533,25.042,24.101,24.986,24.124,24.347,24.727,23.925,23.62,24.854,24.068,24.429,23.467,NaN,24.508,23.026,23.275,NaN,24.109,23.553,23.792,24.702
31.54,26.175,26.545,26.212,25.087,25.939,24.815,25.246,24.704,25.403,24.859,24.643,20.891,26.635,25.599,25.296,25.528,24.645,25.035,25.047,NaN,23.273,24.901,25.011,25.189,NaN,24.63,24.435,24.437,25.77,25.47,23.768,23.938,23.049,23.296,24.227,24.393,23.59,25.697,23.145,23.88,23.931,22.882,22.674,22.597,NaN
31.55,25.282,25.973,25.145,25.02,25.622,25.845,23.77,25.934,25.661,23.836,23.698,20.572,25.016,25.614,25.839,25.539,24.31,24.855,25.862,25.753,24.506,24.542,25.068,24.043,24.486,24.791,25.655,25,24.512,24.198,23.248,23.121,22.06,22.965,24.026,24.008,24.448,23.8,22.902,23.006,22.962,23.107,22.766,23.949,23.824
31.56,25.263,26.317,25.691,26.584,24.486,25.951,23.748,25.181,24.611,24.828,25.998,21.591,25.021,25.008,25.165,25.662,25.373,24.794,25.348,24.708,25.085,25.597,25.942,24.091,24.809,NaN,26.22,24.602,25.291,24.118,24.041,24.254,23.689,21.966,23.586,23.491,NaN,25.552,23.548,23.236,23.484,24.976,23.706,24.481,23.666
31.57,26.267,25.337,24.397,25.203,26.459,25.131,25.74,24.643,24.793,24.229,25.347,20.831,24.695,25.638,24.981,23.982,24.476,25.86,25.699,24.291,24.086,25.29,25.805,NaN,24.805,24.788,24.946,24.225,25.531,24.845,23.964,24.633,NaN,23.077,23.835,23.769,22.294,24.083,22.493,NaN,23.638,24.875,23.419,NaN,23.94
31.58,25.557,24.815,25.612,25.715,25.444,24.59,NaN,25.159,24.898,24.563,25.524,21.082,25.797,26.011,25.227,25.07,24.1,25.484,25.38,25.397,24.983,24.866,25.331,25.725,25.106,23.384,24.834,24.643,24.441,25.18,23.514,23.9,22.385,24.55,22.092,22.258,24.663,23.407,22.847,23.745,23.71,24.241,22.945,23.055,23.662
31.59,25.275,26.055,25.724,24.982,24.757,25.076,25.918,25.582,25.512,25.239,26.242,20.59,26.498,25.425,25.412,24.672,24.73,24.654,25.534,24.899,24.84,23.391,25.609,24.269,25.156,25.265,25.514,25.002,25.751,24.421,23.759,24.057,23.882,22.947,23.111,22.073,23.883,24.613,23.535,22.942,22.985,24.59,24.034,24.553,22.949
31.6,25.542,NaN,25.834,NaN,26.332,NaN,25.001,25.818,25.292,24.68,24.804,20.676,25.736,25.811,NaN,24.407,24.043,25.245,25.046,25.583,24.177,25.283,26.183,25.347,24.617,25.838,25.048,25.177,25.271,25.047,NaN,NaN,23.997,22.847,23.855,22.332,24.152,24.029,NaN,22.58,23.513,24.057,23.928,23.847,24.842
31.61,24.713,25.266,24.236,NaN,25.64,24.981,24.391,25.312,25.157,25.24,24.07,21.663,25.892,25.901,25.097,25.498,24.785,26.264,25.159,24.679,NaN,24.89,25.05,24.422,NaN,25.243,24.65,24.957,25.021,25.365,25.005,23.748,23.122,24.043,22.618,24.057,23.912,24.9,23.406,23.304,NaN,24.717,23.987,24.231,24.712
31.62,25.735,25.683,25.615,25.529,26.089,24.704,25.821,25.325,25.599,25.048,25.214,21.862,25.521,NaN,NaN,25.736,25.063,24.401,25.753,25.442,24.145,24.438,26.024,24.949,25.004,24.026,25.294,26.09,25.629,24.983,24.52,24.388,23.905,NaN,24.91,23.751,23.175,24.988,23.219,23.764,24.371,23.604,23.285,23.297,25.095
31.63,25.157,24.573,24.674,NaN,25.625,24.556,25.071,24.694,23.869,24.363,24.958,21.026,25.91,24.688,26.329,25.114,23.445,24.773,25.309,25.942,24.617,25.265,26.038,25.18,24.936,24.581,23.954,25.242,25.02,24.674,24.091,23.635,23.448,24.104,23.468,22.557,24.149,23.357,24.5,23.397,23.859,23.726,23.263,23.806,24.816
31.64,NaN,26.651,24.427,24.457,NaN,25.952,24.027,25.079,24.088,25.347,25.481,19.953,NaN,26.249,24.815,24.426,23.562,25.542,24.106,25.766,24.469,23.773,24.89,NaN,25.406,24.269,24.846,25.087,25.454,NaN,24.481,23.921,23.717,22.624,24.45,22.519,22.837,24.083,24.259,23.416,23.026,23.582,22.199,23.567,24.002
31.65,26.488,25.632,25.649,26.745,26.124,25.607,24.552,25.779,25.922,23.431,25.565,21.589,26.118,25.195,25.165,24.966,25.64,24.889,26.035,25.682,23.655,25.472,25.431,24.775,24.841,23.476,25.066,24.91,25.407,24.676,22.391,23.482,23.799,23.669,23.46,24.613,23.481,NaN,22.041,23.158,23.489,24.174,23.005,22.868,25.071
31.66,25.554,24.816,24.935,25.119,26.053,25.511,24.275,25.635,25.208,25.314,24.707,20.991,25.112,25.754,25.305,23.779,24.95,25.748,24.6,25.307,24.621,24.912,25.132,24.576,24.539,24.118,25.083,24.635,24.791,24.934,23.072,24.635,NaN,23.009,24.878,22.786,22.891,NaN,22.459,23.49,23.773,24.108,NaN,24.361,23.261
31.67,24.651,25.309,25.102,25.881,25.598,24.339,25.84,24.765,25.222,25.892,25.399,20.944,25.044,24.475,25.151,25.192,23.126,25.984,24.349,24.21,24.946,24.762,24.557,NaN,24.322,24.828,24.758,25.137,25.435,23.968,23.855,NaN,23.122,22.48,23.133,23.425,23.134,23.854,24.343,NaN,22.943,23.182,23.881,23.729,24.499
31.68,25.24,26.334,24.751,26.026,25.717,25.044,25.181,25.503,24.206,NaN,25.097,20.295,26.392,24.203,24.578,25.989,24.38,23.988,25.203,25.304,25.178,25.645,25.122,24.884,NaN,23.813,23.663,24.078,24.416,24.435,23.353,24.234,23.82,24.129,23.195,24.011,24.069,25.667,22.215,24.606,23.11,24.266,23.351,23.339,23.346
